"article_cond","SID","article_number","exclude_item","topic","n_words","msg_rel_self","msg_rel_social","msg_share_broad","msg_share_narrow"
"control","BB-W1-0681",14,0,"climate",NA,77,76,59,84
"control","BB-W1-0681",21,0,"climate",NA,60,61,66,91
"control","BB-W1-0690",4,0,"climate",NA,56,56,35,43
"control","BB-W1-0690",6,0,"climate",NA,51,50,75,51
"control","BB-W1-0690",18,0,"climate",NA,67,68,67,59
"control","BB-W1-0690",20,0,"climate",NA,56,54,69,72
"control","BB-W1-0690",23,0,"climate",NA,58,64,76,76
"control","BB-W1-0702",6,0,"climate",NA,100,100,40,50
"control","BB-W1-0702",11,0,"climate",NA,100,100,40,50
"control","BB-W1-0702",19,0,"climate",NA,100,100,60,60
"control","BB-W1-0702",21,0,"climate",NA,100,100,60,60
"control","BB-W1-0702",25,0,"climate",NA,100,100,70,70
"control","BB-W1-0719",4,0,"climate",NA,23,22,33,55
"control","BB-W1-0719",7,0,"climate",NA,74,79,10,36
"control","BB-W1-0719",12,0,"climate",NA,97,96,64,80
"control","BB-W1-0719",16,0,"climate",NA,74,80,30,71
"control","BB-W1-0719",20,0,"climate",NA,28,28,5,9
"control","BB-W1-0731",3,0,"climate",NA,57,64,20,31
"control","BB-W1-0731",5,0,"climate",NA,80,49,50,59
"control","BB-W1-0731",8,0,"climate",NA,84,85,75,52
"control","BB-W1-0731",23,0,"climate",NA,51,28,0,0
"control","BB-W1-0731",26,0,"climate",NA,74,49,0,0
"control","BB-W1-0745",1,0,"climate",NA,20,20,10,10
"control","BB-W1-0745",14,0,"climate",NA,20,20,10,10
"control","BB-W1-0745",16,0,"climate",NA,40,40,10,10
"control","BB-W1-0745",21,0,"climate",NA,30,30,10,10
"control","BB-W1-0745",26,0,"climate",NA,55,55,10,10
"control","BB-W1-0747",1,0,"climate",NA,5,25,9,7
"control","BB-W1-0747",4,0,"climate",NA,64,57,25,66
"control","BB-W1-0747",12,0,"climate",NA,5,52,25,52
"control","BB-W1-0747",18,0,"climate",NA,72,73,24,50
"control","BB-W1-0747",19,0,"climate",NA,51,78,13,33
"control","BB-W1-0765",7,0,"climate",NA,14,65,0,36
"control","BB-W1-0765",15,0,"climate",NA,4,7,0,0
"control","BB-W1-0765",18,0,"climate",NA,68,69,34,66
"control","BB-W1-0765",21,0,"climate",NA,53,54,0,14
"control","BB-W1-0765",24,0,"climate",NA,60,60,0,51
"control","BB-W1-0772",4,0,"climate",NA,23,33,55,47
"control","BB-W1-0772",6,0,"climate",NA,25,23,70,77
"control","BB-W1-0772",7,0,"climate",NA,2,74,64,59
"control","BB-W1-0772",12,0,"climate",NA,51,79,50,50
"control","BB-W1-0772",16,0,"climate",NA,2,0,60,63
"control","BB-W1-0798",2,0,"climate",NA,50,50,10,10
"control","BB-W1-0798",6,0,"climate",NA,66,66,70,100
"control","BB-W1-0798",16,0,"climate",NA,100,100,60,77
"control","BB-W1-0798",19,0,"climate",NA,100,100,70,70
"control","BB-W1-0798",24,0,"climate",NA,50,50,10,10
"control","BB-W1-0804",4,0,"climate",NA,23,27,5,50
"control","BB-W1-0804",8,0,"climate",NA,59,50,71,86
"control","BB-W1-0804",13,0,"climate",NA,40,64,60,92
"control","BB-W1-0804",21,0,"climate",NA,27,68,76,76
"control","BB-W1-0804",22,0,"climate",NA,73,65,66,76
"control","BB-W1-0806",1,0,"climate",NA,73,61,56,62
"control","BB-W1-0806",2,0,"climate",NA,8,100,100,100
"control","BB-W1-0806",13,0,"climate",NA,18,25,13,26
"control","BB-W1-0806",16,0,"climate",NA,100,100,71,100
"control","BB-W1-0806",24,0,"climate",NA,100,100,100,100
"control","BB-W1-0820",4,0,"climate",NA,40,41,20,50
"control","BB-W1-0820",5,0,"climate",NA,50,45,20,30
"control","BB-W1-0820",17,0,"climate",NA,75,75,34,49
"control","BB-W1-0820",18,0,"climate",NA,55,58,30,66
"control","BB-W1-0820",22,0,"climate",NA,51,53,45,55
"control","BB-W1-0826",2,0,"climate",NA,60,59,0,0
"control","BB-W1-0826",6,0,"climate",NA,100,58,13,0
"control","BB-W1-0826",12,0,"climate",NA,23,24,0,0
"control","BB-W1-0826",18,0,"climate",NA,95,29,0,0
"control","BB-W1-0826",26,0,"climate",NA,100,50,5,18
"control","BB-W1-0827",4,0,"climate",NA,0,0,22,42
"control","BB-W1-0827",7,0,"climate",NA,50,85,0,0
"control","BB-W1-0827",16,0,"climate",NA,24,22,0,0
"control","BB-W1-0827",17,0,"climate",NA,100,100,100,67
"control","BB-W1-0827",22,0,"climate",NA,100,100,100,100
"control","BB-W1-0831",2,0,"climate",NA,83,84,88,90
"control","BB-W1-0831",3,0,"climate",NA,86,88,83,86
"control","BB-W1-0831",4,0,"climate",NA,91,90,89,89
"control","BB-W1-0831",16,0,"climate",NA,82,84,81,80
"control","BB-W1-0831",23,0,"climate",NA,69,69,61,64
"control","BB-W1-0836",1,0,"climate",NA,100,100,100,100
"control","BB-W1-0836",5,0,"climate",NA,73,91,100,100
"control","BB-W1-0836",8,0,"climate",NA,76,100,92,100
"control","BB-W1-0836",11,0,"climate",NA,100,100,100,100
"control","BB-W1-0836",14,0,"climate",NA,37,6,100,100
"control","BB-W1-0839",11,0,"climate",NA,49,49,4,5
"control","BB-W1-0839",13,0,"climate",NA,54,42,29,29
"control","BB-W1-0839",15,0,"climate",NA,64,66,38,51
"control","BB-W1-0839",20,0,"climate",NA,60,63,50,59
"control","BB-W1-0839",26,0,"climate",NA,67,98,51,61
"control","BB-W1-0850",2,0,"climate",NA,2,5,0,0
"control","BB-W1-0850",12,0,"climate",NA,8,19,9,0
"control","BB-W1-0850",17,0,"climate",NA,67,68,51,69
"control","BB-W1-0850",18,0,"climate",NA,57,60,64,61
"control","BB-W1-0850",25,0,"climate",NA,15,26,0,4
"control","BB-W1-0859",1,0,"climate",NA,58,57,64,48
"control","BB-W1-0859",12,0,"climate",NA,94,85,69,66
"control","BB-W1-0859",16,0,"climate",NA,76,76,81,88
"control","BB-W1-0859",20,0,"climate",NA,91,73,84,59
"control","BB-W1-0859",22,0,"climate",NA,89,92,61,63
"control","BB-W1-0861",3,0,"climate",NA,81,84,95,6
"control","BB-W1-0861",8,0,"climate",NA,75,75,96,4
"control","BB-W1-0861",13,0,"climate",NA,96,96,82,12
"control","BB-W1-0861",22,0,"climate",NA,90,91,90,22
"control","BB-W1-0861",23,0,"climate",NA,67,71,98,5
"control","BB-W1-0871",3,0,"climate",NA,89,89,9,91
"control","BB-W1-0871",9,0,"climate",NA,67,62,5,32
"control","BB-W1-0871",10,0,"climate",NA,79,79,7,46
"control","BB-W1-0871",19,0,"climate",NA,76,67,4,30
"control","BB-W1-0871",25,0,"climate",NA,92,92,3,49
"control","BB-W1-0877",4,0,"climate",NA,28,28,3,3
"control","BB-W1-0877",11,0,"climate",NA,71,71,2,2
"control","BB-W1-0877",16,0,"climate",NA,14,14,2,3
"control","BB-W1-0877",19,0,"climate",NA,38,17,2,2
"control","BB-W1-0877",21,0,"climate",NA,8,8,2,2
"control","BB-W1-0883",3,0,"climate",NA,11,8,0,0
"control","BB-W1-0883",6,0,"climate",NA,10,12,0,0
"control","BB-W1-0883",10,0,"climate",NA,11,12,0,0
"control","BB-W1-0883",20,0,"climate",NA,92,92,10,10
"control","BB-W1-0883",25,0,"climate",NA,10,10,1,1
"control","BB-W1-0886",3,0,"climate",NA,24,18,0,0
"control","BB-W1-0886",7,0,"climate",NA,0,0,0,0
"control","BB-W1-0886",13,0,"climate",NA,0,21,0,0
"control","BB-W1-0886",15,0,"climate",NA,68,65,0,0
"control","BB-W1-0886",20,0,"climate",NA,67,62,12,0
"control","BB-W1-0887",2,0,"climate",NA,0,0,0,0
"control","BB-W1-0887",5,0,"climate",NA,0,11,0,0
"control","BB-W1-0887",9,0,"climate",NA,0,0,0,0
"control","BB-W1-0887",11,0,"climate",NA,7,8,0,0
"control","BB-W1-0887",23,0,"climate",NA,0,0,0,0
"control","BB-W1-0895",2,0,"climate",NA,26,13,0,0
"control","BB-W1-0895",4,0,"climate",NA,72,9,0,0
"control","BB-W1-0895",13,0,"climate",NA,90,13,0,0
"control","BB-W1-0895",14,0,"climate",NA,50,17,0,1
"control","BB-W1-0895",24,0,"climate",NA,54,35,0,0
"control","BB-W1-0918",3,0,"climate",NA,80,80,0,60
"control","BB-W1-0918",10,0,"climate",NA,100,100,0,40
"control","BB-W1-0918",19,0,"climate",NA,90,90,0,70
"control","BB-W1-0918",23,0,"climate",NA,100,100,0,80
"control","BB-W1-0918",26,0,"climate",NA,80,75,0,75
"control","BB-W1-0926",5,0,"climate",NA,74,74,60,60
"control","BB-W1-0926",6,0,"climate",NA,0,0,0,0
"control","BB-W1-0926",9,0,"climate",NA,0,0,0,0
"control","BB-W1-0926",15,0,"climate",NA,100,100,0,0
"control","BB-W1-0926",20,0,"climate",NA,100,100,0,0
"control","BB-W1-0928",15,0,"climate",NA,65,44,55,49
"control","BB-W1-0928",16,0,"climate",NA,43,65,62,59
"control","BB-W1-0928",17,0,"climate",NA,70,58,62,50
"control","BB-W1-0928",18,0,"climate",NA,68,76,69,54
"control","BB-W1-0928",23,0,"climate",NA,56,44,68,48
"control","BB-W1-0929",7,0,"climate",NA,100,100,70,100
"control","BB-W1-0929",13,0,"climate",NA,15,5,0,40
"control","BB-W1-0929",22,0,"climate",NA,100,100,100,100
"control","BB-W1-0929",23,0,"climate",NA,90,90,65,100
"control","BB-W1-0929",26,0,"climate",NA,100,100,100,100
"control","BB-W1-0931",10,0,"climate",NA,13,13,0,13
"control","BB-W1-0931",11,0,"climate",NA,0,0,0,10
"control","BB-W1-0931",15,0,"climate",NA,13,13,0,4
"control","BB-W1-0931",23,0,"climate",NA,1,1,0,19
"control","BB-W1-0931",26,0,"climate",NA,54,54,32,56
"control","BB-W1-0936",2,0,"climate",NA,41,45,27,15
"control","BB-W1-0936",3,0,"climate",NA,10,11,20,7
"control","BB-W1-0936",10,0,"climate",NA,36,35,45,13
"control","BB-W1-0936",11,0,"climate",NA,23,25,25,16
"control","BB-W1-0936",12,0,"climate",NA,75,73,25,10
"control","BB-W1-0945",4,0,"climate",NA,31,50,24,7
"control","BB-W1-0945",8,0,"climate",NA,91,95,75,60
"control","BB-W1-0945",12,0,"climate",NA,99,99,97,99
"control","BB-W1-0945",13,0,"climate",NA,0,0,0,0
"control","BB-W1-0945",25,0,"climate",NA,48,54,11,45
"control","BB-W1-0949",1,0,"climate",NA,11,21,0,0
"control","BB-W1-0949",2,0,"climate",NA,36,37,0,0
"control","BB-W1-0949",7,0,"climate",NA,10,30,0,0
"control","BB-W1-0949",12,0,"climate",NA,65,66,0,0
"control","BB-W1-0949",16,0,"climate",NA,21,30,0,0
"control","BB-W1-0961",7,0,"climate",NA,40,79,67,74
"control","BB-W1-0961",9,0,"climate",NA,77,78,35,61
"control","BB-W1-0961",10,0,"climate",NA,90,90,50,59
"control","BB-W1-0961",20,0,"climate",NA,93,96,34,60
"control","BB-W1-0961",24,0,"climate",NA,94,94,60,82
"control","BB-W1-0963",5,0,"climate",NA,66,76,14,14
"control","BB-W1-0963",9,0,"climate",NA,76,100,65,67
"control","BB-W1-0963",10,0,"climate",NA,78,83,70,64
"control","BB-W1-0963",12,0,"climate",NA,74,77,10,8
"control","BB-W1-0963",15,0,"climate",NA,77,69,33,36
"control","BB-W1-0968",9,0,"climate",NA,31,31,0,0
"control","BB-W1-0968",12,0,"climate",NA,100,100,25,100
"control","BB-W1-0968",13,0,"climate",NA,4,6,0,0
"control","BB-W1-0968",18,0,"climate",NA,100,100,7,38
"control","BB-W1-0968",19,0,"climate",NA,0,26,0,0
"control","BB-W1-0985",5,0,"climate",NA,89,94,71,89
"control","BB-W1-0985",6,0,"climate",NA,23,50,86,91
"control","BB-W1-0985",8,0,"climate",NA,55,35,69,66
"control","BB-W1-0985",14,0,"climate",NA,24,6,32,25
"control","BB-W1-0985",21,0,"climate",NA,90,100,100,100
"control","BB-W1-0994",2,0,"climate",NA,12,12,0,0
"control","BB-W1-0994",11,0,"climate",NA,3,3,0,0
"control","BB-W1-0994",13,0,"climate",NA,2,2,0,0
"control","BB-W1-0994",15,0,"climate",NA,21,21,0,0
"control","BB-W1-0994",17,0,"climate",NA,4,4,1,1
"control","BB-W1-0998",1,0,"climate",NA,38,60,51,52
"control","BB-W1-0998",2,0,"climate",NA,51,89,95,48
"control","BB-W1-0998",5,0,"climate",NA,100,100,100,100
"control","BB-W1-0998",8,0,"climate",NA,84,62,3,5
"control","BB-W1-0998",13,0,"climate",NA,52,53,52,52
"control","BB-W1-1000",5,0,"climate",NA,75,77,71,72
"control","BB-W1-1000",11,0,"climate",NA,26,76,26,25
"control","BB-W1-1000",12,0,"climate",NA,90,91,72,74
"control","BB-W1-1000",15,0,"climate",NA,51,53,70,71
"control","BB-W1-1000",23,0,"climate",NA,77,80,71,77
"control","BB-W1-1013",1,0,"climate",NA,100,100,100,100
"control","BB-W1-1013",6,0,"climate",NA,46,46,100,100
"control","BB-W1-1013",15,0,"climate",NA,100,51,100,100
"control","BB-W1-1013",16,0,"climate",NA,7,6,23,19
"control","BB-W1-1013",20,0,"climate",NA,100,100,100,13
"control","BB-W1-1024",1,0,"climate",NA,15,30,16,15
"control","BB-W1-1024",5,0,"climate",NA,100,100,100,100
"control","BB-W1-1024",14,0,"climate",NA,17,18,51,82
"control","BB-W1-1024",16,0,"climate",NA,64,20,77,78
"control","BB-W1-1024",18,0,"climate",NA,27,38,100,78
"control","BB-W1-1033",9,0,"climate",NA,31,31,3,0
"control","BB-W1-1033",12,0,"climate",NA,57,75,0,0
"control","BB-W1-1033",18,0,"climate",NA,46,46,4,0
"control","BB-W1-1033",20,0,"climate",NA,51,51,0,0
"control","BB-W1-1033",24,0,"climate",NA,63,63,9,0
"control","BB-W1-1037",2,0,"climate",NA,15,25,13,30
"control","BB-W1-1037",4,0,"climate",NA,0,0,0,0
"control","BB-W1-1037",19,0,"climate",NA,18,15,0,9
"control","BB-W1-1037",20,0,"climate",NA,7,9,0,0
"control","BB-W1-1037",24,0,"climate",NA,43,43,10,55
"control","BB-W1-1050",2,0,"climate",NA,77,50,31,71
"control","BB-W1-1050",8,0,"climate",NA,85,66,30,75
"control","BB-W1-1050",16,0,"climate",NA,90,76,31,92
"control","BB-W1-1050",20,0,"climate",NA,78,73,31,34
"control","BB-W1-1050",25,0,"climate",NA,80,50,40,80
"control","BB-W1-1063",2,0,"climate",NA,12,5,0,0
"control","BB-W1-1063",8,0,"climate",NA,75,74,0,59
"control","BB-W1-1063",11,0,"climate",NA,29,9,0,0
"control","BB-W1-1063",12,0,"climate",NA,26,17,0,0
"control","BB-W1-1063",22,0,"climate",NA,64,56,0,43
"control","BB-W1-1074",3,0,"climate",NA,35,43,20,36
"control","BB-W1-1074",11,0,"climate",NA,64,73,18,40
"control","BB-W1-1074",13,0,"climate",NA,32,33,8,13
"control","BB-W1-1074",14,0,"climate",NA,32,61,10,23
"control","BB-W1-1074",17,0,"climate",NA,71,72,15,20
"control","BB-W1-1077",1,0,"climate",NA,0,0,0,5
"control","BB-W1-1077",5,0,"climate",NA,10,40,10,30
"control","BB-W1-1077",8,0,"climate",NA,50,50,10,20
"control","BB-W1-1077",9,0,"climate",NA,10,10,1,10
"control","BB-W1-1077",22,0,"climate",NA,15,40,20,50
"control","BB-W1-1080",8,0,"climate",NA,75,75,10,50
"control","BB-W1-1080",12,0,"climate",NA,100,100,15,70
"control","BB-W1-1080",16,0,"climate",NA,50,50,2,3
"control","BB-W1-1080",24,0,"climate",NA,70,70,15,50
"control","BB-W1-1080",26,0,"climate",NA,95,95,15,65
"control","BB-W1-1082",5,0,"climate",NA,72,83,33,70
"control","BB-W1-1082",6,0,"climate",NA,60,60,4,3
"control","BB-W1-1082",13,0,"climate",NA,72,76,1,20
"control","BB-W1-1082",15,0,"climate",NA,70,75,1,2
"control","BB-W1-1082",25,0,"climate",NA,65,80,5,31
"control","BB-W1-1087",4,0,"climate",NA,28,7,0,6
"control","BB-W1-1087",14,0,"climate",NA,29,15,0,14
"control","BB-W1-1087",15,0,"climate",NA,31,30,0,31
"control","BB-W1-1087",16,0,"climate",NA,49,48,0,31
"control","BB-W1-1087",23,0,"climate",NA,30,26,0,23
"control","BB-W1-1096",2,0,"climate",NA,63,62,49,0
"control","BB-W1-1096",5,0,"climate",NA,49,49,49,0
"control","BB-W1-1096",8,0,"climate",NA,51,50,50,0
"control","BB-W1-1096",19,0,"climate",NA,0,45,49,0
"control","BB-W1-1096",20,0,"climate",NA,18,81,50,0
"control","BB-W1-1097",2,0,"climate",NA,28,36,52,50
"control","BB-W1-1097",3,0,"climate",NA,67,59,76,89
"control","BB-W1-1097",6,0,"climate",NA,52,55,59,67
"control","BB-W1-1097",23,0,"climate",NA,54,60,37,67
"control","BB-W1-1097",24,0,"climate",NA,88,85,84,84
"control","BB-W1-1102",7,0,"climate",NA,86,100,85,85
"control","BB-W1-1102",10,0,"climate",NA,61,62,34,10
"control","BB-W1-1102",15,0,"climate",NA,91,91,3,19
"control","BB-W1-1102",19,0,"climate",NA,99,98,87,98
"control","BB-W1-1102",26,0,"climate",NA,86,73,9,24
"control","BB-W1-1111",5,0,"climate",NA,0,13,0,0
"control","BB-W1-1111",16,0,"climate",NA,0,0,0,0
"control","BB-W1-1111",17,0,"climate",NA,63,53,0,0
"control","BB-W1-1111",19,0,"climate",NA,3,19,0,0
"control","BB-W1-1111",22,0,"climate",NA,51,10,0,0
"control","BB-W1-1113",12,0,"climate",NA,85,91,1,66
"control","BB-W1-1113",16,0,"climate",NA,36,40,1,41
"control","BB-W1-1113",18,0,"climate",NA,48,88,1,55
"control","BB-W1-1113",21,0,"climate",NA,18,1,1,23
"control","BB-W1-1113",24,0,"climate",NA,40,29,1,67
"control","BB-W1-1115",3,0,"climate",NA,3,4,8,7
"control","BB-W1-1115",17,0,"climate",NA,69,39,26,6
"control","BB-W1-1115",22,0,"climate",NA,67,19,10,10
"control","BB-W1-1115",23,0,"climate",NA,73,46,38,31
"control","BB-W1-1115",24,0,"climate",NA,73,68,34,34
"control","BB-W1-1136",2,0,"climate",NA,21,26,8,14
"control","BB-W1-1136",5,0,"climate",NA,3,6,2,6
"control","BB-W1-1136",23,0,"climate",NA,14,10,9,6
"control","BB-W1-1136",24,0,"climate",NA,18,30,17,25
"control","BB-W1-1136",26,0,"climate",NA,9,7,6,3
"control","BB-W1-1143",1,0,"climate",NA,50,50,30,5
"control","BB-W1-1143",2,0,"climate",NA,10,10,30,5
"control","BB-W1-1143",6,0,"climate",NA,60,60,40,5
"control","BB-W1-1143",9,0,"climate",NA,50,50,10,5
"control","BB-W1-1143",15,0,"climate",NA,10,10,5,5
"control","BB-W1-1145",1,0,"climate",NA,7,0,11,0
"control","BB-W1-1145",5,0,"climate",NA,9,23,26,1
"control","BB-W1-1145",6,0,"climate",NA,59,16,75,0
"control","BB-W1-1145",14,0,"climate",NA,69,62,70,8
"control","BB-W1-1145",15,0,"climate",NA,25,28,0,0
"control","BB-W1-1147",4,0,"climate",NA,7,10,0,0
"control","BB-W1-1147",12,0,"climate",NA,84,85,0,0
"control","BB-W1-1147",16,0,"climate",NA,0,12,0,0
"control","BB-W1-1147",18,0,"climate",NA,0,9,0,0
"control","BB-W1-1147",19,0,"climate",NA,7,18,0,0
"control","BB-W1-1160",3,0,"climate",NA,40,38,68,46
"control","BB-W1-1160",12,0,"climate",NA,61,60,60,66
"control","BB-W1-1160",17,0,"climate",NA,73,63,72,65
"control","BB-W1-1160",20,0,"climate",NA,65,51,67,82
"control","BB-W1-1160",26,0,"climate",NA,71,56,48,62
"control","BB-W1-1180",9,0,"climate",NA,82,76,49,51
"control","BB-W1-1180",13,0,"climate",NA,13,23,13,61
"control","BB-W1-1180",15,0,"climate",NA,15,12,1,20
"control","BB-W1-1180",17,0,"climate",NA,75,74,36,45
"control","BB-W1-1180",26,0,"climate",NA,51,55,33,67
"control","BB-W1-1185",6,0,"climate",NA,5,3,4,6
"control","BB-W1-1185",9,0,"climate",NA,14,11,1,8
"control","BB-W1-1185",12,0,"climate",NA,38,15,6,2
"control","BB-W1-1185",15,0,"climate",NA,14,15,4,19
"control","BB-W1-1185",23,0,"climate",NA,7,11,13,8
"control","BB-W1-1187",14,0,"climate",NA,50,50,0,0
"control","BB-W1-1187",16,0,"climate",NA,30,30,0,0
"control","BB-W1-1187",19,0,"climate",NA,50,50,0,0
"control","BB-W1-1187",21,0,"climate",NA,30,30,0,0
"control","BB-W1-1187",26,0,"climate",NA,35,35,0,0
"control","BB-W1-1188",3,0,"climate",NA,90,56,90,88
"control","BB-W1-1188",7,0,"climate",NA,69,53,59,44
"control","BB-W1-1188",12,0,"climate",NA,6,6,90,66
"control","BB-W1-1188",14,0,"climate",NA,17,25,83,7
"control","BB-W1-1188",23,0,"climate",NA,82,87,60,37
"control","BB-W1-1194",2,0,"climate",NA,57,60,23,52
"control","BB-W1-1194",5,0,"climate",NA,73,89,40,81
"control","BB-W1-1194",6,0,"climate",NA,88,71,64,96
"control","BB-W1-1194",8,0,"climate",NA,67,72,8,55
"control","BB-W1-1194",17,0,"climate",NA,85,95,40,79
"control","BB-W1-1206",3,0,"climate",NA,0,0,20,50
"control","BB-W1-1206",4,0,"climate",NA,20,20,30,50
"control","BB-W1-1206",5,0,"climate",NA,60,60,60,80
"control","BB-W1-1206",6,0,"climate",NA,50,50,30,50
"control","BB-W1-1206",19,0,"climate",NA,60,60,50,50
"control","BB-W1-1208",6,0,"climate",NA,50,50,50,86
"control","BB-W1-1208",8,0,"climate",NA,90,92,0,0
"control","BB-W1-1208",14,0,"climate",NA,100,100,50,70
"control","BB-W1-1208",25,0,"climate",NA,50,50,51,77
"control","BB-W1-1208",26,0,"climate",NA,88,64,50,75
"control","BB-W1-1218",11,0,"climate",NA,51,56,71,67
"control","BB-W1-1218",13,0,"climate",NA,70,74,62,7
"control","BB-W1-1218",16,0,"climate",NA,100,100,100,86
"control","BB-W1-1218",20,0,"climate",NA,100,100,100,87
"control","BB-W1-1218",22,0,"climate",NA,100,100,100,100
"control","BB-W1-1225",1,0,"climate",NA,0,0,0,0
"control","BB-W1-1225",6,0,"climate",NA,0,0,0,0
"control","BB-W1-1225",9,0,"climate",NA,10,5,0,0
"control","BB-W1-1225",13,0,"climate",NA,5,5,0,0
"control","BB-W1-1225",16,0,"climate",NA,30,35,0,0
"control","BB-W1-1233",1,0,"climate",NA,14,10,16,14
"control","BB-W1-1233",4,0,"climate",NA,19,40,29,41
"control","BB-W1-1233",7,0,"climate",NA,31,36,22,30
"control","BB-W1-1233",11,0,"climate",NA,67,42,68,53
"control","BB-W1-1233",17,0,"climate",NA,57,30,37,29
"control","BB-W1-1240",5,0,"climate",NA,79,79,80,82
"control","BB-W1-1240",14,0,"climate",NA,61,60,72,55
"control","BB-W1-1240",21,0,"climate",NA,75,79,86,68
"control","BB-W1-1240",22,0,"climate",NA,63,67,50,36
"control","BB-W1-1240",24,0,"climate",NA,66,68,59,53
"control","BB-W1-1245",5,0,"climate",NA,32,28,0,0
"control","BB-W1-1245",11,0,"climate",NA,0,22,0,7
"control","BB-W1-1245",17,0,"climate",NA,33,33,0,0
"control","BB-W1-1245",22,0,"climate",NA,32,32,0,0
"control","BB-W1-1245",25,0,"climate",NA,29,23,0,0
"control","BB-W1-1249",4,0,"climate",NA,75,64,40,35
"control","BB-W1-1249",11,0,"climate",NA,77,73,53,39
"control","BB-W1-1249",13,0,"climate",NA,23,27,10,9
"control","BB-W1-1249",15,0,"climate",NA,0,0,5,0
"control","BB-W1-1249",18,0,"climate",NA,91,93,32,30
"control","BB-W1-1250",2,0,"climate",NA,11,20,1,2
"control","BB-W1-1250",4,0,"climate",NA,0,0,3,2
"control","BB-W1-1250",6,0,"climate",NA,0,1,0,0
"control","BB-W1-1250",19,0,"climate",NA,6,23,13,10
"control","BB-W1-1250",20,0,"climate",NA,59,72,30,29
"control","BB-W1-1253",6,0,"climate",NA,96,100,100,97
"control","BB-W1-1253",8,0,"climate",NA,100,98,100,100
"control","BB-W1-1253",20,0,"climate",NA,100,100,100,100
"control","BB-W1-1253",24,0,"climate",NA,98,97,99,97
"control","BB-W1-1253",26,0,"climate",NA,100,100,100,100
"control","BB-W1-1259",2,0,"climate",NA,51,51,51,0
"control","BB-W1-1259",14,0,"climate",NA,68,59,49,0
"control","BB-W1-1259",15,0,"climate",NA,60,62,40,0
"control","BB-W1-1259",18,0,"climate",NA,70,75,50,0
"control","BB-W1-1259",22,0,"climate",NA,81,61,50,0
"control","BB-W1-1261",3,0,"climate",NA,100,100,68,53
"control","BB-W1-1261",6,0,"climate",NA,95,84,0,0
"control","BB-W1-1261",11,0,"climate",NA,75,92,100,49
"control","BB-W1-1261",20,0,"climate",NA,100,100,100,100
"control","BB-W1-1261",22,0,"climate",NA,100,100,50,49
"control","BB-W1-1262",4,0,"climate",NA,1,2,10,50
"control","BB-W1-1262",12,0,"climate",NA,2,1,2,6
"control","BB-W1-1262",19,0,"climate",NA,1,1,1,1
"control","BB-W1-1262",20,0,"climate",NA,2,2,3,1
"control","BB-W1-1262",21,0,"climate",NA,1,1,1,1
"control","BB-W1-1264",15,0,"climate",NA,16,16,0,0
"control","BB-W1-1264",17,0,"climate",NA,10,10,0,0
"control","BB-W1-1264",18,0,"climate",NA,80,70,0,10
"control","BB-W1-1264",21,0,"climate",NA,5,5,0,0
"control","BB-W1-1264",24,0,"climate",NA,5,5,0,0
"control","BB-W1-1266",2,0,"climate",NA,0,0,0,0
"control","BB-W1-1266",7,0,"climate",NA,0,27,0,0
"control","BB-W1-1266",8,0,"climate",NA,50,50,0,0
"control","BB-W1-1266",12,0,"climate",NA,58,65,0,0
"control","BB-W1-1266",16,0,"climate",NA,27,36,0,0
"control","BB-W1-1270",1,0,"climate",NA,80,80,10,75
"control","BB-W1-1270",5,0,"climate",NA,100,100,100,100
"control","BB-W1-1270",10,0,"climate",NA,90,90,45,80
"control","BB-W1-1270",13,0,"climate",NA,100,100,80,100
"control","BB-W1-1270",18,0,"climate",NA,75,25,100,100
"control","BB-W1-1291",4,0,"climate",NA,75,95,100,95
"control","BB-W1-1291",8,0,"climate",NA,89,78,100,89
"control","BB-W1-1291",10,0,"climate",NA,86,100,97,86
"control","BB-W1-1291",16,0,"climate",NA,63,100,100,75
